Model,Cited Reference Count,"Times Cited, All Databases",Publication Year
ResNet,36,0,2021
ResNet,68,3,2021
ResNet,27,2,2021
ResNet,24,3,2021
ResNet,35,1,2021
ResNet,22,2,2021
ResNet,32,0,2021
ResNet,28,5,2021
ResNet,36,9,2021
ResNet,26,0,2022
ResNet,55,5,2021
ResNet,34,9,2021
ResNet,48,0,2021
ResNet,34,5,2021
ResNet,35,7,2021
ResNet,30,7,2021
ResNet,78,1,2021
ResNet,34,2,2021
ResNet,25,0,2022
ResNet,48,5,2021
ResNet,39,10,2021
ResNet,81,8,2022
ResNet,48,0,2021
ResNet,20,0,2021
ResNet,80,0,2021
ResNet,17,0,2021
ResNet,24,0,2021
ResNet,106,1,2021
ResNet,26,0,2021
ResNet,18,0,2021
ResNet,56,9,2021
ResNet,27,1,2021
ResNet,29,0,2021
ResNet,52,0,2021
ResNet,55,8,2021
ResNet,22,1,2021
ResNet,57,6,2021
ResNet,26,6,2021
ResNet,10,7,2021
ResNet,31,0,2021
ResNet,21,0,2021
ResNet,48,0,2021
ResNet,37,7,2021
ResNet,28,3,2021
ResNet,55,3,2021
ResNet,31,0,2021
ResNet,35,5,2021
ResNet,36,8,2021
ResNet,49,3,2021
ResNet,58,9,2021
ResNet,25,1,2021
ResNet,46,24,2021
ResNet,30,0,2021
ResNet,44,27,2021
ResNet,26,1,2021
ResNet,42,6,2021
ResNet,28,0,2021
ResNet,61,0,2021
ResNet,31,1,2021
ResNet,43,3,2021
ResNet,52,1,2022
ResNet,40,12,2021
ResNet,50,11,2021
ResNet,27,3,2021
ResNet,43,8,2021
ResNet,26,0,2021
ResNet,26,8,2021
ResNet,45,9,2021
ResNet,36,5,2021
ResNet,48,15,2021
ResNet,74,2,2021
ResNet,47,4,2021
ResNet,74,4,2021
ResNet,23,1,2022
ResNet,41,3,2021
ResNet,44,3,2021
ResNet,20,1,2021
ResNet,44,14,2021
ResNet,35,13,2021
ResNet,19,0,2021
ResNet,52,1,2021
ResNet,25,6,2021
ResNet,65,1,2021
ResNet,38,2,2021
ResNet,65,7,2022
ResNet,18,0,2021
ResNet,41,1,2021
ResNet,45,1,2022
ResNet,42,1,2021
ResNet,88,5,2021
ResNet,48,25,2021
ResNet,67,6,2021
ResNet,37,1,2022
ResNet,18,1,2021
ResNet,35,5,2021
ResNet,54,2,2021
ResNet,36,3,2021
ResNet,73,9,2021
ResNet,19,2,2021
ResNet,88,32,2022
ResNet,48,3,2021
ResNet,46,4,2021
ResNet,60,4,2021
ResNet,44,2,2021
ResNet,45,3,2021
ResNet,66,2,2022
ResNet,18,1,2021
ResNet,34,6,2021
ResNet,46,0,2021
ResNet,23,0,2022
ResNet,34,0,2021
ResNet,32,9,2021
ResNet,20,0,2021
ResNet,32,3,2021
ResNet,39,6,2021
ResNet,42,7,2021
ResNet,36,0,2021
ResNet,44,14,2021
ResNet,38,9,2021
ResNet,41,3,2021
ResNet,46,12,2021
ResNet,23,1,2021
ResNet,23,0,2021
ResNet,38,5,2021
ResNet,49,3,2022
ResNet,34,2,2022
ResNet,58,2,2021
ResNet,36,2,2021
ResNet,38,0,2021
ResNet,65,0,2021
ResNet,36,1,2022
ResNet,53,1,2021
ResNet,60,0,2021
ResNet,48,2,2021
ResNet,47,44,2021
ResNet,20,0,2021
ResNet,0,0,2021
ResNet,30,1,2021
ResNet,76,10,2021
ResNet,49,1,2021
ResNet,52,0,2021
ResNet,35,1,2021
ResNet,35,4,2021
ResNet,39,1,2021
ResNet,30,4,2021
ResNet,58,3,2021
ResNet,37,1,2021
ResNet,44,1,2021
ResNet,62,27,2021
ResNet,36,6,2021
ResNet,27,1,2021
ResNet,26,3,2021
ResNet,38,0,2021
ResNet,30,1,2021
ResNet,36,3,2021
ResNet,59,7,2021
ResNet,74,2,2021
ResNet,23,1,2021
ResNet,44,4,2021
ResNet,68,16,2021
ResNet,91,3,2021
ResNet,49,5,2021
ResNet,43,6,2021
ResNet,46,7,2021
ResNet,33,1,2021
ResNet,74,5,2021
ResNet,37,2,2021
ResNet,72,5,2021
ResNet,31,5,2021
ResNet,73,18,2021
ResNet,29,4,2021
ResNet,45,1,2021
ResNet,47,2,2021
ResNet,73,11,2021
ResNet,63,7,2021
ResNet,63,35,2021
ResNet,65,1,2021
ResNet,50,2,2021
ResNet,34,6,2021
ResNet,43,0,2021
ResNet,27,6,2021
ResNet,42,13,2021
ResNet,51,4,2021
ResNet,60,5,2021
ResNet,32,4,2021
ResNet,40,1,2021
ResNet,44,7,2021
ResNet,32,2,2021
ResNet,51,2,2021
ResNet,27,0,2022
ResNet,38,3,2021
ResNet,28,1,2021
ResNet,27,5,2021
ResNet,61,1,2021
ResNet,42,2,2021
ResNet,50,6,2021
ResNet,53,7,2021
ResNet,20,0,2021
ResNet,30,12,2021
ResNet,23,2,2021
ResNet,30,2,2022
ResNet,26,0,2021
ResNet,33,2,2021
ResNet,32,3,2021
ResNet,34,3,2021
ResNet,50,9,2021
ResNet,34,4,2021
ResNet,43,8,2022
ResNet,18,0,2021
ResNet,49,1,2021
ResNet,42,5,2021
ResNet,39,1,2021
ResNet,21,0,2021
ResNet,27,0,2021
ResNet,72,1,2022
ResNet,26,0,2022
ResNet,49,3,2021
ResNet,28,2,2021
ResNet,28,1,2021
ResNet,22,0,2021
ResNet,17,0,2021
ResNet,29,0,2021
ResNet,29,0,2022
ResNet,45,1,2022
ResNet,83,10,2021
ResNet,26,0,2022
ResNet,29,2,2021
ResNet,52,1,2022
ResNet,42,2,2022
ResNet,23,1,2021
ResNet,60,6,2022
ResNet,47,10,2021
ResNet,37,3,2021
ResNet,69,16,2022
ResNet,151,2,2021
ResNet,40,3,2022
ResNet,43,7,2022
ResNet,114,0,2021
ResNet,33,4,2022
ResNet,40,0,2022
ResNet,44,0,2021
ResNet,52,1,2021
ResNet,40,6,2022
ResNet,46,2,2022
ResNet,16,0,2021
ResNet,73,55,2021
ResNet,37,2,2021
ResNet,39,8,2021
ResNet,35,7,2021
ResNet,31,0,2021
ResNet,29,0,2021
ResNet,48,0,2021
ResNet,33,2,2021
ResNet,50,1,2021
ResNet,25,0,2021
ResNet,54,6,2021
ResNet,18,0,2021
ResNet,40,1,2021
ResNet,26,3,2021
ResNet,23,1,2021
ResNet,16,0,2021
ResNet,51,5,2021
ResNet,31,4,2021
ResNet,58,7,2021
ResNet,67,1,2021
ResNet,54,7,2021
ResNet,31,2,2021
ResNet,38,6,2021
ResNet,19,3,2021
ResNet,53,2,2021
ResNet,29,2,2021
ResNet,56,2,2021
ResNet,68,1,2021
ResNet,42,0,2021
ResNet,8,6,2021
ResNet,76,0,2021
ResNet,65,4,2021
ResNet,30,6,2021
ResNet,39,1,2021
ResNet,42,1,2021
ResNet,41,3,2021
ResNet,43,1,2021
ResNet,13,4,2021
ResNet,16,2,2021
ResNet,25,0,2021
ResNet,21,0,2021
ResNet,60,1,2021
ResNet,25,3,2021
ResNet,28,1,2021
ResNet,35,25,2021
ResNet,30,3,2021
ResNet,48,10,2021
ResNet,37,9,2021
ResNet,53,0,2022
ResNet,50,1,2021
ResNet,55,4,2021
ResNet,70,2,2021
ResNet,48,3,2021
ResNet,43,13,2021
ResNet,30,0,2021
ResNet,56,2,2022
ResNet,62,6,2022
ResNet,30,3,2021
ResNet,69,5,2022
ResNet,85,10,2021
ResNet,37,4,2022
ResNet,33,0,2021
ResNet,18,2,2021
ResNet,56,7,2021
ResNet,31,2,2021
ResNet,36,4,2021
ResNet,48,6,2022
ResNet,52,0,2022
ResNet,47,1,2021
ResNet,31,11,2021
ResNet,50,0,2022
ResNet,38,9,2021
ResNet,30,0,2021
ResNet,25,2,2021
ResNet,37,0,2022
ResNet,60,6,2021
ResNet,70,4,2021
ResNet,33,2,2022
ResNet,70,3,2021
ResNet,119,2,2021
ResNet,37,0,2021
ResNet,30,1,2021
ResNet,54,1,2021
ResNet,17,1,2022
ResNet,81,4,2021
ResNet,38,2,2021
ResNet,48,1,2021
ResNet,30,3,2021
ResNet,41,1,2022
ResNet,38,6,2021
ResNet,44,0,2021
ResNet,75,0,2021
ResNet,27,0,2021
ResNet,36,2,2021
ResNet,35,0,2021
ResNet,48,0,2021
ResNet,32,1,2022
ResNet,42,8,2021
ResNet,111,10,2021
ResNet,105,1,2021
ResNet,77,5,2021
ResNet,32,6,2021
ResNet,35,0,2021
ResNet,76,5,2021
ResNet,117,3,2021
ResNet,57,3,2021
ResNet,52,2,2021
ResNet,29,1,2022
ResNet,35,0,2021
ResNet,21,0,2021
ResNet,19,0,2021
ResNet,35,0,2021
ResNet,39,3,2021
ResNet,48,0,2021
ResNet,23,1,2021
ResNet,40,1,2021
ResNet,156,429,2021
ResNet,57,0,2021
ResNet,65,2,2021
ResNet,41,2,2021
ResNet,29,3,2021
ResNet,68,3,2021
ResNet,43,1,2021
ResNet,32,2,2021
ResNet,30,1,2021
ResNet,33,0,2021
ResNet,30,0,2021
ResNet,37,2,2021
ResNet,43,3,2021
ResNet,28,7,2021
ResNet,89,13,2021
ResNet,74,5,2021
ResNet,32,1,2021
ResNet,51,2,2021
ResNet,30,4,2021
ResNet,43,1,2021
ResNet,47,4,2021
ResNet,64,4,2021
ResNet,33,0,2021
ResNet,107,1,2021
ResNet,29,0,2021
ResNet,39,5,2021
ResNet,34,10,2021
ResNet,50,3,2021
ResNet,30,1,2021
ResNet,49,2,2021
ResNet,31,0,2021
ResNet,36,1,2021
ResNet,43,0,2021
ResNet,18,0,2021
ResNet,29,1,2022
ResNet,69,3,2021
ResNet,31,2,2021
ResNet,30,0,2021
ResNet,59,1,2021
ResNet,20,0,2021
ResNet,57,9,2021
ResNet,53,4,2021
ResNet,17,3,2021
ResNet,29,1,2021
ResNet,51,0,2021
ResNet,46,2,2021
ResNet,29,0,2021
ResNet,19,1,2021
ResNet,57,14,2021
ResNet,29,2,2021
ResNet,48,1,2021
ResNet,31,1,2021
ResNet,33,0,2021
ResNet,37,1,2021
ResNet,33,15,2021
ResNet,37,4,2021
ResNet,33,2,2021
ResNet,48,3,2021
ResNet,26,4,2021
ResNet,132,1,2022
ResNet,34,0,2021
ResNet,42,0,2021
ResNet,38,12,2021
ResNet,69,0,2022
ResNet,54,0,2022
ResNet,38,2,2021
ResNet,58,6,2022
ResNet,26,1,2021
ResNet,61,2,2021
ResNet,53,2,2021
ResNet,22,3,2022
ResNet,34,2,2021
ResNet,42,5,2022
ResNet,79,2,2021
ResNet,39,2,2021
ResNet,42,3,2022
ResNet,38,1,2021
ResNet,60,5,2022
ResNet,38,2,2021
ResNet,26,0,2022
ResNet,23,0,2021
ResNet,41,0,2022
ResNet,69,3,2022
ResNet,68,6,2021
ResNet,131,3,2022
ResNet,79,0,2021
ResNet,33,2,2022
ResNet,33,1,2021
ResNet,52,1,2021
ResNet,11,1,2021
ResNet,38,2,2021
ResNet,47,1,2021
ResNet,23,3,2022
ResNet,60,5,2021
ResNet,44,0,2022
ResNet,29,2,2021
ResNet,31,4,2021
ResNet,32,0,2021
ResNet,54,5,2022
ResNet,51,3,2022
ResNet,17,1,2022
ResNet,22,2,2021
ResNet,38,2,2021
ResNet,52,5,2021
ResNet,46,0,2022
ResNet,35,0,2021
ResNet,41,1,2021
ResNet,32,1,2022
ResNet,69,0,2022
ResNet,33,0,2021
ResNet,46,1,2022
ResNet,27,2,2021
ResNet,31,1,2021
ResNet,38,4,2021
ResNet,66,2,2021
ResNet,79,5,2022
ResNet,29,4,2021
ResNet,51,4,2022
ResNet,62,3,2021
ResNet,33,4,2022
ResNet,52,5,2022
ResNet,38,1,2021
ResNet,43,2,2021
ResNet,34,12,2021
ResNet,52,0,2021
ResNet,44,1,2022
ResNet,30,0,2021
ResNet,53,6,2022
ResNet,21,0,2021
ResNet,38,0,2021
ResNet,32,0,2021
ResNet,92,0,2022
ResNet,40,0,2021
ResNet,19,1,2022
ResNet,59,12,2021
ResNet,35,1,2021
ResNet,36,1,2021
ResNet,39,1,2021
ResNet,71,0,2021
ResNet,67,0,2021
ResNet,28,1,2022
ResNet,22,0,2021
ResNet,64,4,2021
ResNet,49,0,2021
ResNet,96,5,2022
ResNet,40,11,2021
ResNet,66,11,2021
ResNet,29,2,2021
ResNet,53,0,2021
ResNet,28,2,2021
ResNet,32,0,2021
ResNet,19,1,2021
ResNet,53,2,2021
ResNet,36,0,2021
ResNet,57,2,2021
ResNet,67,0,2021
ResNet,30,1,2021
ResNet,24,1,2021
ResNet,53,2,2021
ResNet,62,1,2021
ResNet,25,0,2021
ResNet,82,9,2021
ResNet,49,1,2021
ResNet,48,2,2021
ResNet,42,1,2021
ResNet,33,0,2021
ResNet,37,17,2021
ResNet,36,1,2021
ResNet,60,5,2021
ResNet,43,0,2021
ResNet,42,3,2021
ResNet,32,1,2021
ResNet,45,28,2021
ResNet,39,1,2021
ResNet,57,0,2021
ResNet,34,0,2021
ResNet,27,2,2021
ResNet,41,0,2021
ResNet,38,12,2021
ResNet,44,4,2021
ResNet,24,0,2021
ResNet,48,7,2021
ResNet,22,1,2021
ResNet,33,4,2021
ResNet,43,1,2021
ResNet,46,2,2022
ResNet,33,1,2021
ResNet,35,4,2021
ResNet,24,3,2021
ResNet,41,1,2021
ResNet,32,0,2021
ResNet,29,0,2021
ResNet,57,7,2021
ResNet,55,10,2021
ResNet,35,1,2021
ResNet,41,1,2021
ResNet,16,3,2021
ResNet,26,13,2021
ResNet,83,16,2021
ResNet,52,0,2021
ResNet,48,4,2021
ResNet,52,6,2021
ResNet,44,1,2022
ResNet,49,1,2022
ResNet,62,6,2021
ResNet,20,3,2021
ResNet,16,0,2021
ResNet,49,1,2021
ResNet,34,0,2022
ResNet,32,10,2021
ResNet,32,1,2021
ResNet,24,1,2021
ResNet,69,3,2022
ResNet,30,1,2022
ResNet,79,2,2021
ResNet,36,0,2021
ResNet,21,2,2021
ResNet,39,2,2021
ResNet,31,0,2021
ResNet,37,0,2022
ResNet,15,0,2021
ResNet,49,2,2021
ResNet,30,2,2021
ResNet,35,0,2022
ResNet,29,6,2021
ResNet,37,2,2021
ResNet,31,0,2021
ResNet,29,23,2022
ResNet,58,0,2022
ResNet,64,1,2022
ResNet,48,0,2021
ResNet,105,3,2022
ResNet,51,1,2022
ResNet,28,0,2021
ResNet,43,1,2022
ResNet,30,0,2022
ResNet,57,6,2022
ResNet,25,2,2021
ResNet,48,2,2022
ResNet,102,0,2021
ResNet,53,2,2022
ResNet,53,0,2021
ResNet,45,1,2021
ResNet,56,4,2021
ResNet,45,0,2021
ResNet,29,0,2021
ResNet,51,7,2022
ResNet,39,3,2022
ResNet,25,0,2022
ResNet,60,1,2021
ResNet,43,0,2021
ResNet,46,1,2022
ResNet,19,1,2021
ResNet,20,0,2021
ResNet,43,0,2021
ResNet,19,5,2021
ResNet,30,0,2021
ResNet,25,0,2021
ResNet,56,10,2021
ResNet,21,0,2021
ResNet,100,8,2021
ResNet,43,2,2021
ResNet,37,0,2021
ResNet,24,0,2021
ResNet,41,4,2021
ResNet,40,0,2021
ResNet,52,9,2021
ResNet,61,1,2022
ResNet,47,5,2021
ResNet,66,2,2021
ResNet,21,0,2021
ResNet,58,2,2021
ResNet,50,2,2021
ResNet,40,0,2021
ResNet,42,0,2021
ResNet,39,0,2021
ResNet,31,1,2021
ResNet,47,5,2021
ResNet,77,9,2021
ResNet,56,0,2021
ResNet,30,2,2021
ResNet,31,2,2021
ResNet,76,2,2021
ResNet,32,1,2021
ResNet,57,0,2021
ResNet,34,1,2021
ResNet,35,0,2021
ResNet,36,6,2021
ResNet,24,1,2021
ResNet,40,1,2021
ResNet,59,0,2021
ResNet,34,3,2021
ResNet,46,0,2021
ResNet,32,1,2021
ResNet,51,1,2021
ResNet,25,2,2021
ResNet,35,1,2021
ResNet,46,2,2021
ResNet,28,5,2021
ResNet,45,0,2021
ResNet,12,1,2021
ResNet,48,4,2021
ResNet,30,0,2021
ResNet,59,9,2021
ResNet,38,0,2021
ResNet,44,3,2021
ResNet,43,1,2021
ResNet,53,1,2021
ResNet,136,3,2021
ResNet,11,1,2022
ResNet,61,2,2022
ResNet,44,1,2022
ResNet,25,0,2021
ResNet,49,11,2021
ResNet,19,0,2021
ResNet,41,9,2022
ResNet,1,0,2021
ResNet,60,3,2022
ResNet,9,0,2021
ResNet,37,0,2022
ResNet,30,3,2021
ResNet,39,0,2022
ResNet,33,0,2021
ResNet,22,1,2022
ResNet,70,2,2022
ResNet,61,0,2022
ResNet,32,0,2022
ResNet,41,1,2021
ResNet,64,5,2022
ResNet,49,2,2022
ResNet,23,0,2022
ResNet,49,3,2022
ResNet,215,1,2022
ResNet,25,1,2021
ResNet,75,5,2021
ResNet,76,6,2021
ResNet,47,3,2021
ResNet,15,0,2021
ResNet,89,8,2022
ResNet,40,3,2021
ResNet,29,0,2021
ResNet,49,2,2021
ResNet,60,0,2022
ResNet,35,0,2021
ResNet,64,3,2022
ResNet,90,0,2021
ResNet,40,2,2022
ResNet,31,1,2021
ResNet,64,0,2022
ResNet,35,1,2021
ResNet,44,4,2022
ResNet,49,0,2021
ResNet,33,1,2022
ResNet,29,1,2021
ResNet,40,0,2022
ResNet,46,3,2021
ResNet,34,0,2021
ResNet,53,0,2022
ResNet,37,4,2022
ResNet,61,1,2021
ResNet,19,0,2021
ResNet,42,1,2022
ResNet,12,0,2022
ResNet,17,0,2022
ResNet,32,0,2022
ResNet,35,0,2022
ResNet,2,0,2022
ResNet,53,0,2022
ResNet,61,1,2022
ResNet,52,0,2022
ResNet,33,0,2022
ResNet,26,0,2022
ResNet,25,0,2022
ResNet,21,0,2022
ResNet,20,0,2022
ResNet,15,0,2022
ResNet,19,0,2022
ResNet,21,0,2022
ResNet,26,0,2022
ResNet,23,0,2022
ResNet,26,0,2022
ResNet,34,0,2022
ResNet,24,0,2022
ResNet,40,0,2022
ResNet,46,0,2022
ResNet,14,0,2022
ResNet,23,0,2022
ResNet,27,0,2022
ResNet,51,0,2022
ResNet,26,0,2022
ResNet,25,0,2022
ResNet,12,0,2022
ResNet,18,0,2022
ResNet,20,0,2022
ResNet,13,0,2022
ResNet,27,0,2022
ResNet,18,0,2022
ResNet,20,0,2022
ResNet,24,0,2022
ResNet,37,0,2022
ResNet,33,0,2022
ResNet,24,0,2022
ResNet,20,0,2022
ResNet,39,0,2022
ResNet,27,0,2022
ResNet,36,0,2022
ResNet,92,0,2022
ResNet,69,1,2022
ResNet,90,0,2022
ResNet,66,0,2022
ResNet,85,0,2022
ResNet,23,0,2022
ResNet,29,0,2022
ResNet,9,0,2022
ResNet,12,0,2022
ResNet,43,0,2022
ResNet,58,0,2022
ResNet,64,0,2022
ResNet,52,0,2022
ResNet,50,0,2022
ResNet,10,0,2022
ResNet,30,0,2022
ResNet,44,0,2022
ResNet,44,0,2022
ResNet,15,0,2022
ResNet,9,0,2022
ResNet,14,0,2022
ResNet,12,0,2022
ResNet,31,0,2022
ResNet,42,0,2022
ResNet,52,0,2022
ResNet,36,0,2022
ResNet,29,0,2022
ResNet,35,0,2022
ResNet,35,0,2022
ResNet,29,0,2022
ResNet,18,0,2022
ResNet,41,0,2022
ResNet,23,0,2022
ResNet,14,0,2022
ResNet,4,0,2022
ResNet,21,0,2022
ResNet,19,0,2022
ResNet,17,0,2022
ResNet,11,0,2022
ResNet,32,0,2022
ResNet,64,0,2022
ResNet,24,0,2022
ResNet,21,0,2022
ResNet,20,0,2022
ResNet,24,0,2022
ResNet,18,0,2022
ResNet,18,0,2022
ResNet,42,0,2022
ResNet,13,0,2022
ResNet,13,0,2022
ResNet,42,0,2022
ResNet,24,0,2022
ResNet,57,0,2022
ResNet,75,0,2022
ResNet,75,0,2022
ResNet,46,0,2022
ResNet,34,0,2022
ResNet,46,0,2022
ResNet,53,0,2022
ResNet,16,0,2022
ResNet,8,0,2022
ResNet,17,0,2022
ResNet,58,0,2022
ResNet,19,0,2022
ResNet,19,0,2022
ResNet,33,0,2022
ResNet,24,0,2022
ResNet,13,0,2022
ResNet,19,0,2022
ResNet,21,0,2022
ResNet,11,0,2022
ResNet,22,0,2022
ResNet,16,0,2022
ResNet,24,0,2022
ResNet,86,1,2022
ResNet,61,1,2022
ResNet,21,0,2022
ResNet,37,0,2022
ResNet,18,0,2022
ResNet,49,0,2022
ResNet,26,0,2022
ResNet,28,0,2022
ResNet,86,0,2022
ResNet,11,0,2022
ResNet,17,0,2022
ResNet,32,0,2022
ResNet,51,0,2022
ResNet,51,0,2022
ResNet,30,0,2022
ResNet,36,0,2022
ResNet,33,0,2022
ResNet,10,0,2022
ResNet,10,0,2022
ResNet,15,0,2022
ResNet,20,0,2022
ResNet,31,0,2022
ResNet,48,0,2022
ResNet,43,0,2022
ResNet,12,0,2022
ResNet,53,0,2022
ResNet,19,0,2022
ResNet,19,1,2022
ResNet,22,0,2022
ResNet,22,0,2022
ResNet,31,0,2022
ResNet,35,0,2022
ResNet,18,0,2022
ResNet,30,0,2022
ResNet,30,0,2022
ResNet,35,1,2022
ResNet,26,1,2022
ResNet,95,1,2022
ResNet,57,0,2022
ResNet,47,0,2022
ResNet,47,0,2022
ResNet,45,0,2022
ResNet,52,0,2022
ResNet,32,0,2022
ResNet,69,0,2022
ResNet,27,1,2022
ResNet,13,0,2022
ResNet,51,0,2022
ResNet,25,0,2022
ResNet,44,0,2022
ResNet,208,0,2022
ResNet,112,0,2022
ResNet,31,0,2022
ResNet,10,0,2022
ResNet,58,0,2022
ResNet,75,1,2022
ResNet,56,0,2022
ResNet,42,1,2022
ResNet,46,2,2022
ResNet,27,0,2022
ResNet,11,0,2022
ResNet,35,0,2022
ResNet,31,0,2022
ResNet,17,0,2022
ResNet,49,0,2022
ResNet,24,0,2022
ResNet,51,0,2022
ResNet,41,0,2022
ResNet,28,0,2022
ResNet,31,0,2022
ResNet,22,0,2022
ResNet,17,0,2022
ResNet,34,0,2022
ResNet,37,0,2022
ResNet,48,0,2022
ResNet,26,0,2022
ResNet,52,0,2022
ResNet,66,0,2022
ResNet,72,0,2022
ResNet,113,0,2022
ResNet,43,0,2022
ResNet,67,0,2022
ResNet,62,1,2022
ResNet,98,0,2022
ResNet,20,0,2022
ResNet,12,0,2022
ResNet,33,0,2022
ResNet,30,0,2022
ResNet,25,0,2022
ResNet,46,0,2022
ResNet,27,0,2022
ResNet,24,0,2022
ResNet,49,0,2022
ResNet,27,0,2022
ResNet,48,0,2022
ResNet,19,0,2022
ResNet,65,0,2022
ResNet,16,0,2022
ResNet,28,0,2022
ResNet,18,0,2022
ResNet,49,0,2022
ResNet,32,1,2022
ResNet,20,0,2022
ResNet,46,2,2022
ResNet,49,0,2022
ResNet,20,0,2022
ResNet,40,0,2022
ResNet,39,0,2022
ResNet,28,0,2022
ResNet,27,0,2022
ResNet,34,1,2022
ResNet,21,0,2022
ResNet,60,4,2022
ResNet,38,0,2022
ResNet,34,0,2022
ResNet,42,0,2022
ResNet,32,0,2022
ResNet,46,0,2022
ResNet,58,3,2022
ResNet,20,0,2022
ResNet,5,0,2022
ResNet,35,0,2022
ResNet,25,0,2022
ResNet,262,7,2022
ResNet,30,0,2022
ResNet,22,0,2022
ResNet,14,0,2022
ResNet,6,0,2022
ResNet,50,4,2022
ResNet,46,0,2022
ResNet,26,0,2022
ResNet,25,0,2022
ResNet,52,0,2022
ResNet,18,0,2022
ResNet,31,0,2022
ResNet,37,1,2022
ResNet,36,0,2022
ResNet,19,0,2022
ResNet,35,0,2022
ResNet,51,1,2022
ResNet,22,0,2022
ResNet,46,0,2022
ResNet,18,0,2022
ResNet,34,0,2022
ResNet,27,1,2022
ResNet,49,0,2022
ResNet,21,0,2022
ResNet,30,0,2022
ResNet,60,0,2022
ResNet,39,0,2022
ResNet,20,0,2022
ResNet,31,1,2022
ResNet,27,0,2022
ResNet,23,0,2022
ResNet,43,1,2022
ResNet,30,0,2022
ResNet,38,0,2022
ResNet,53,0,2022
ResNet,48,4,2022
ResNet,41,0,2022
ResNet,16,0,2022
ResNet,75,0,2022
ResNet,34,3,2022
ResNet,17,0,2022
ResNet,28,0,2022
ResNet,43,2,2022
ResNet,30,0,2022
ResNet,45,0,2022
ResNet,14,0,2022
ResNet,21,0,2022
ResNet,17,0,2022
ResNet,44,0,2022
ResNet,19,1,2022
ResNet,65,0,2022
ResNet,36,0,2022
ResNet,10,0,2022
ResNet,25,2,2022
ResNet,97,0,2022
ResNet,43,0,2022
ResNet,33,0,2022
ResNet,44,2,2022
ResNet,34,4,2022
ResNet,27,1,2022
ResNet,33,2,2022
ResNet,27,0,2022
ResNet,38,0,2022
ResNet,33,0,2022
ResNet,62,0,2022
ResNet,20,1,2022
ResNet,16,0,2022
ResNet,20,0,2022
ResNet,44,0,2022
ResNet,22,0,2022
ResNet,39,1,2022
ResNet,38,0,2022
ResNet,12,0,2022
ResNet,48,0,2022
ResNet,10,0,2022
ResNet,44,0,2022
ResNet,63,6,2022
ResNet,39,0,2022
ResNet,7,0,2022
ResNet,56,3,2022
ResNet,32,0,2022
ResNet,30,0,2022
ResNet,40,0,2022
ResNet,45,0,2022
ResNet,28,1,2022
ResNet,47,2,2022
ResNet,47,0,2022
ResNet,37,0,2022
ResNet,47,0,2022
ResNet,34,0,2022
ResNet,19,1,2022
ResNet,44,7,2022
ResNet,30,0,2022
ResNet,92,5,2022
ResNet,23,0,2022
ResNet,25,13,2022
ResNet,22,0,2022
ResNet,41,0,2022
ResNet,29,1,2022
ResNet,61,0,2022
ResNet,22,0,2022
ResNet,36,3,2022
ResNet,50,0,2022
ResNet,34,0,2022
ResNet,34,0,2022
ResNet,60,0,2022
ResNet,20,0,2022
ResNet,41,0,2022
ResNet,70,2,2022
ResNet,44,0,2022
ResNet,44,1,2022
ResNet,46,0,2022
ResNet,33,1,2022
ResNet,38,0,2022
ResNet,36,5,2022
ResNet,19,0,2022
ResNet,41,2,2022
ResNet,33,0,2022
ResNet,36,3,2022
ResNet,44,6,2022
ResNet,43,1,2022
ResNet,43,2,2022
ResNet,45,0,2022
ResNet,20,0,2022
ResNet,39,3,2022
ResNet,45,4,2022
ResNet,22,5,2022
ResNet,27,2,2022
ResNet,12,1,2022
ResNet,33,1,2022
ResNet,31,4,2022
ResNet,44,0,2022
ResNet,17,0,2022
ResNet,16,0,2022
ResNet,39,0,2022
ResNet,71,1,2022
ResNet,41,0,2022
ResNet,34,1,2022
ResNet,42,0,2022
ResNet,36,0,2022
ResNet,12,7,2022
ResNet,44,0,2022
ResNet,38,1,2022
ResNet,46,0,2022
ResNet,36,5,2022
ResNet,19,0,2022
ResNet,20,0,2022
ResNet,41,1,2022
ResNet,45,1,2022
ResNet,34,1,2022
ResNet,26,0,2022
ResNet,105,4,2022
ResNet,49,0,2022
ResNet,54,0,2022
ResNet,66,1,2022
ResNet,51,0,2022
ResNet,45,4,2022
ResNet,56,3,2022
ResNet,83,0,2022
ResNet,32,1,2022
ResNet,38,5,2022
ResNet,42,4,2022
ResNet,27,0,2022
ResNet,56,5,2022
ResNet,24,3,2022
ResNet,7,0,2022
ResNet,20,3,2022
ResNet,42,1,2022
ResNet,49,0,2022
ResNet,22,3,2022
ResNet,29,1,2022
ResNet,40,0,2022
ResNet,20,0,2022
ResNet,35,3,2022
ResNet,42,2,2022
ResNet,26,1,2022
ResNet,22,31,2022
ResNet,50,2,2022
ResNet,34,1,2022
ResNet,53,0,2022
ResNet,47,3,2022
ResNet,34,3,2022
ResNet,27,1,2022
ResNet,59,1,2022
ResNet,53,12,2022
ResNet,38,3,2022
ResNet,68,0,2022
ResNet,59,1,2022
ResNet,51,0,2022
ResNet,61,1,2022
ResNet,61,0,2022
ResNet,36,1,2022
ResNet,17,0,2022
ResNet,15,0,2022
ResNet,50,1,2022
ResNet,50,1,2022
ResNet,43,0,2022
ResNet,44,0,2022
ResNet,46,0,2022
ResNet,27,2,2022
